Longitude,Latitude,x,y,PM25 Annual Ground,PM25 Winter Ground,PM25 Spring Ground,PM25 Summer Ground,PM25 Fall Ground,SO2 Annual Ground,SO2 Winter Ground,SO2 Spring Ground,SO2 Summer Ground,SO2 Fall Ground,NOX Annual Ground,NOX Winter Ground,NOX Spring Ground,NOX Summer Ground,NOX Fall Ground,NH3 Annual Ground,NH3 Winter Ground,NH3 Spring Ground,NH3 Summer Ground,NH3 Fall Ground,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m,PM25 Annual 300m,PM25 Winter 300m,PM25 Spring 300m,PM25 Summer 300m,PM25 Fall 300m,SO2 Annual 300m,SO2 Winter 300m,SO2 Spring 300m,SO2 Summer 300m,SO2 Fall 300m,NOX Annual 300m,NOX Winter 300m,NOX Spring 300m,NOX Summer 300m,NOX Fall 300m,NH3 Annual 300m,NH3 Winter 300m,NH3 Spring 300m,NH3 Summer 300m,NH3 Fall 300m
-122.2733,48.9905,26,93,122965.855683,109563.305395,108836.270647,152825.900889,120315.190539,25579.6833221,28774.7504989,24728.3326654,21807.2748738,26518.2470888,11612.577663,19969.9437845,6781.92446171,4217.93364589,15217.7747046,22227.4301584,30986.4395525,9598.10826465,11775.9624845,36529.167027,81576.1049702,81535.3214002,65898.9037414,93482.2817353,85367.2765595,24954.2260129,30106.2161758,20067.3506174,21749.2254057,27488.0085415,9864.19469213,15502.0588625,5464.979242,2889.64229949,15260.8241856,17535.7487157,26447.5536617,8220.03896201,9804.22719842,25602.2541226,71308.7747769,70449.8887069,57664.1874848,84467.7097936,72622.2641047,23792.3507113,24838.202475,20352.9697291,21903.9680501,27337.9488794,8924.58860817,13384.0578244,5208.49721204,1524.58661915,15177.8088957,14666.6406648,22387.9073769,7574.98074586,9155.02654385,19525.5748045
-88.3011,44.2717,96,72,221646.346429,287840.458983,171596.697174,199950.289915,226857.718341,32667.8591483,29680.0551546,37747.9148781,35325.2255003,27848.7404345,18681.8336915,34306.9157731,14385.845246,6315.51878174,19586.183252,109892.877232,221962.605003,51938.7666532,34178.0635856,131436.786902,130040.440917,169564.472403,103290.187264,111118.184263,136098.009177,31861.9199818,28080.9121824,34413.0983085,35367.8389547,29509.8400648,15657.6414497,30915.5190155,10276.6136464,5068.25244715,16204.6599373,81861.659532,159118.393875,39460.054268,26566.5280222,101986.664825,109439.929847,137452.872031,89767.0990984,98996.7430628,111468.719635,30252.0040455,24522.5253347,33984.7454356,36530.9390871,25781.6691565,14055.9069718,26343.4217562,8736.26940028,3526.00052592,17473.9117937,64422.4879601,117608.609542,35471.3959792,22943.4256252,81512.6266792
-90.9017,46.5869,90,79,79892.0547589,117815.159617,49011.536231,54543.8234596,98164.9543353,26674.6432751,22905.529877,28798.0262249,31485.4148898,23425.4548559,8782.0899276,21407.1546989,4069.21137525,2598.2499123,6975.9315083,43211.5876815,81569.9014224,20002.5860301,13250.5674053,58012.8583907,60163.616028,93555.4586868,34423.0049511,37842.4999468,74825.3858743,27573.7095518,24055.3548472,28610.9842411,31013.945059,26411.5557391,8450.13628082,22531.0673102,3040.14881541,2167.13259557,5987.99412616,43260.7566056,80515.1245566,19651.8217973,14125.9058863,58720.3725855,53995.1934696,82270.4291905,31370.395051,35108.4588249,67215.7162268,26446.6870391,24232.5055021,27508.5419684,29942.2131377,23888.454924,7806.49508995,20150.6995349,2736.33943482,2371.61203246,5900.73857557,40965.4922355,72259.8146858,19208.409919,13572.8752525,58817.8332571
-89.3739,43.0792,94,69,218136.031157,277365.044921,153006.891224,206497.727412,235404.559992,32278.9234764,32572.0774959,35226.4033782,34380.6575892,26847.7035011,19866.1903194,34998.1514898,14374.6060208,8132.85294448,21800.0764025,110194.943188,214468.396977,49073.9792238,36595.2512688,140625.972399,125887.358818,164546.932149,87248.2411971,113181.426698,138544.922295,31522.2320361,30665.4496213,30900.4979735,35558.7440486,28848.3042793,16216.729705,31058.785697,9876.79551863,5907.63772952,17867.6745137,83498.3792158,160294.716752,35442.7999462,25280.2204235,112662.63763,105786.891823,133371.369363,75403.5069189,100680.124502,113673.311592,30349.3214548,27116.0366873,30677.2986566,38206.4615456,25186.9340928,14671.0671214,26245.9253309,8442.90754787,4162.90546059,19687.9087777,66307.4960418,119484.305439,31985.0115995,23042.120885,90540.3795799
-89.4203,43.4864,94,70,169321.817442,228948.826461,109219.318911,149043.243534,189921.471213,31529.2073102,31817.482032,35019.5227343,32741.2062533,26455.6480825,17573.4616966,32739.4102226,12723.9032542,6182.96634589,18493.2817307,86629.6348243,173302.495192,32761.2577057,24815.8351054,115633.602156,103851.255702,144264.378485,66791.4011822,85386.7726762,118958.949806,30932.9659036,30395.0934354,31217.1817238,33610.3931576,28378.0553174,14623.8337841,29889.6431133,8687.28829692,4681.98710972,15088.467785,71520.5425855,140095.50246,27434.0044886,19817.0627725,98603.4884903,88373.9853861,119042.948717,58691.2947306,76337.5036982,99422.8670659,29929.2610533,27374.1129577,31009.2614884,36219.9334677,24894.3809688,13219.922358,25435.9918361,7451.93218378,3437.11025718,16418.7680071,59156.9003756,108806.775733,25785.3413924,18097.3594773,83904.0777264
-88.69,43.1669,96,69,218606.970687,293393.984695,150941.910609,200886.518393,228981.030033,32753.7906863,31574.4073382,36752.2414816,34615.4314883,27991.8768566,21657.4698562,37195.7558794,16822.4621028,7968.26320417,24507.268935,111737.10816,226101.916309,46017.4697398,36833.9068887,137969.607205,126628.782578,172122.587994,89252.394631,108894.047096,136214.745097,31704.3943175,29329.5470876,32474.3078356,35236.0210931,29694.2096189,17293.3094476,31207.565058,11933.3192917,5690.1296047,20167.4075491,84368.1824111,165448.425338,35155.4316136,26413.5591824,110195.013791,106083.168442,138840.529785,77633.2417408,96224.6070259,111609.830987,30318.0947242,25300.3627587,32218.4450673,37793.0399657,25763.9354875,15648.2535972,26417.3127824,10125.9337354,3700.01172489,22196.5650883,66613.2435866,121981.082248,31946.4689456,23735.2832449,88650.8509459
-88.0731,44.4489,97,73,178394.408659,238002.316536,137538.229709,150855.463359,186919.714456,32679.3242255,28679.8056243,40286.8628316,35600.5864243,26065.5018246,17357.7592155,33420.426117,13856.9530701,6066.46386964,15956.7302155,92267.7887889,180349.086454,51351.5615657,24596.2731128,112699.945411,110606.926865,149683.211088,84988.6644344,88599.6106623,119103.575513,32062.3177616,27591.1401133,36387.1145635,36007.1309948,28167.1210841,14412.8522607,30240.7521848,9739.07027511,4756.44511138,12725.6897162,74753.4604593,141195.02106,41578.5328358,21544.0153104,94518.1870957,94512.9915309,123656.13329,74532.9142847,79901.4307394,99918.8794491,30519.9674075,24617.9310282,35833.5265279,36472.838346,24961.4964823,12769.7474693,25921.1436407,8253.33051701,3459.44795342,13293.5798711,61927.1041505,108963.839097,37973.3558799,19810.4089482,80907.3220473
-87.7094,43.715,98,71,239068.191502,208354.932207,338218.450026,210801.43829,198850.245802,38980.1827421,18412.1729436,81384.9987326,36941.4130185,19136.1232142,27913.4009296,16425.6027157,74091.376221,9189.54226565,11852.3248578,89292.7389949,125921.459414,92934.923315,41568.4269511,96675.5539366,143046.550737,115078.193851,223639.645249,116331.679568,116957.416784,37448.3970416,20036.9198968,72069.1430674,37394.0715432,20207.9542749,22592.8104749,19771.5304735,53698.0919426,6364.35033641,10318.5506536,65725.0958036,91897.9929032,72018.5737824,27810.0124891,71069.981386,122859.695881,95386.2411271,189469.522737,103628.587683,102820.261027,36836.9899313,21618.9091253,69015.1912725,38188.6040731,18238.9534425,18732.4187146,16718.6872471,42310.6139081,4130.64157282,11587.748227,54764.6740239,71466.9556973,60074.9014863,25336.1730238,62090.4394914
-91.5678,44.9019,89,74,138449.796718,183105.255853,111374.72527,111269.783617,147928.933867,31000.7452858,36954.9342138,32569.9312559,29511.457669,24875.6420636,16827.5047589,36449.9412445,11725.4358326,4917.54385892,14016.4507535,67102.7473536,136917.992387,25520.6784699,15444.5616706,90515.4301294,92550.635193,130588.388941,70529.5663843,68697.5067473,100372.122289,31265.4137754,35824.9821808,31212.4244727,30851.4709557,26987.7861105,14655.5433318,34989.0139646,8692.4726277,3777.44441907,11033.3898799,62337.5584573,130538.289899,21857.8357242,13926.2243282,83017.7807913,80217.6047138,110186.223852,62070.8593142,62217.4380136,86383.0077149,30547.2366132,32704.629998,31120.4369321,33461.5243107,24669.0870853,13117.1220225,29822.1251233,7537.28407431,3352.29178806,11618.2724957,54131.8393129,106955.345178,20487.6151763,13230.6932247,75832.0971746
-87.829,42.8445,98,68,312499.063721,384487.788829,261026.043975,294120.734658,309959.933957,34960.6043289,28200.1484348,42404.6913307,39811.8338434,29346.3759835,24937.2436134,34235.7431134,25557.100138,11089.6414385,28764.5875152,166735.554702,310590.968076,97968.5083602,77892.8874533,180408.27771,168881.448583,207778.316193,144722.62365,153520.145048,169364.090815,33364.0049863,26182.3895944,36921.3635949,39748.552238,30511.613384,20231.5768572,29328.2132913,18749.7065985,7402.28563278,25304.3696864,106574.136133,195436.448767,60968.4776238,43980.2353151,125122.898139,139060.831069,163017.364733,123198.276612,135639.595216,134269.589006,31129.1919677,23513.2182271,35726.6433288,39184.8149307,25945.359286,18431.3679182,24744.4570802,15665.6063991,4729.60221466,28468.0563623,79972.2239965,136447.020475,51686.5502063,39224.3909624,91830.7069619
-88.2089,44.3204,96,73,221646.346429,287840.458983,171596.697174,199950.289915,226857.718341,32667.8591483,29680.0551546,37747.9148781,35325.2255003,27848.7404345,18681.8336915,34306.9157731,14385.845246,6315.51878174,19586.183252,109892.877232,221962.605003,51938.7666532,34178.0635856,131436.786902,130040.440917,169564.472403,103290.187264,111118.184263,136098.009177,31861.9199818,28080.9121824,34413.0983085,35367.8389547,29509.8400648,15657.6414497,30915.5190155,10276.6136464,5068.25244715,16204.6599373,81861.659532,159118.393875,39460.054268,26566.5280222,101986.664825,109439.929847,137452.872031,89767.0990984,98996.7430628,111468.719635,30252.0040455,24522.5253347,33984.7454356,36530.9390871,25781.6691565,14055.9069718,26343.4217562,8736.26940028,3526.00052592,17473.9117937,64422.4879601,117608.609542,35471.3959792,22943.4256252,81512.6266792
-91.2333,43.5592,90,70,118998.687646,154726.932627,78581.3775417,99750.8810239,142913.936124,30093.9632735,36895.1825968,30050.7294035,28217.3863817,25102.0036135,14678.6406941,30188.9746066,8705.92179265,4456.43182894,15156.9125228,57301.1242677,107001.78264,19852.5902,15199.4782706,87135.2867341,79795.8910459,111410.612456,50889.7821611,60035.4711614,96844.3056806,30446.3805279,36016.0860798,28575.972376,29509.1182761,27505.1268266,13203.1503284,31395.1047486,6082.58403,3334.50532293,11838.4089265,56988.018367,111346.076023,18597.6467413,13671.1603022,84335.3168268,69563.4007218,95114.53434,45533.5597377,54010.4920026,83588.0334723,29795.2565455,32887.5868106,28684.4678499,32632.9938069,24691.8110433,11871.3617379,26609.6933498,5314.0254087,2691.67123456,12705.4940194,50977.7651292,94791.5455379,18155.6436412,13048.1527029,77896.6825176
-88.1496,43.1952,97,69,278105.569847,340850.313003,238703.307215,262080.216304,270436.818057,35507.0023898,29327.588865,45101.8356999,39471.4267784,28044.7885185,23039.1340483,35173.6541642,23481.9205582,8838.78275537,24536.2668181,143737.805452,270196.407779,88680.0257056,56011.1471289,159924.438132,154617.710391,190597.732203,135786.402184,138439.53567,153499.422989,34636.6523712,27292.2992074,42331.1534857,39166.011327,29692.5156896,18886.0669478,29962.8277191,17818.8102925,6710.8301051,20892.4870037,97963.5988499,181240.221431,55914.0692264,36374.5341796,117736.332248,128366.080907,151519.879529,116174.525226,122187.466394,123460.052139,32834.7907381,23884.3149203,40814.3650305,40805.193718,25687.713106,16950.2647273,25400.3587384,14941.1220038,4414.78999908,22906.5986767,74464.6422853,129677.799616,47174.318501,30835.8014983,89669.5607654
-88.2656,44.2761,96,72,221646.346429,287840.458983,171596.697174,199950.289915,226857.718341,32667.8591483,29680.0551546,37747.9148781,35325.2255003,27848.7404345,18681.8336915,34306.9157731,14385.845246,6315.51878174,19586.183252,109892.877232,221962.605003,51938.7666532,34178.0635856,131436.786902,130040.440917,169564.472403,103290.187264,111118.184263,136098.009177,31861.9199818,28080.9121824,34413.0983085,35367.8389547,29509.8400648,15657.6414497,30915.5190155,10276.6136464,5068.25244715,16204.6599373,81861.659532,159118.393875,39460.054268,26566.5280222,101986.664825,109439.929847,137452.872031,89767.0990984,98996.7430628,111468.719635,30252.0040455,24522.5253347,33984.7454356,36530.9390871,25781.6691565,14055.9069718,26343.4217562,8736.26940028,3526.00052592,17473.9117937,64422.4879601,117608.609542,35471.3959792,22943.4256252,81512.6266792
-91.9126,44.3026,88,72,130140.853682,170130.227051,94793.0257656,108707.207191,146925.356874,30406.002003,36448.9360497,31360.9824795,28308.0226948,25391.7078558,15629.7167464,32279.2110257,10030.1160243,4334.20291876,15664.146674,61498.9820788,118184.892704,21396.8940715,15699.1611186,90700.3524017,86628.4735521,121289.00983,61186.9041545,64877.6565571,99152.9914402,30721.5271255,35221.2408798,30394.5030659,29181.9419603,27939.7012657,13874.4068084,32613.7732242,7269.26778337,3404.41384268,12024.7209993,60523.1274397,120651.326675,19228.2057429,14223.5657492,87981.047775,75082.4487105,102709.927941,54323.8300478,58114.7326707,85172.06272,29884.7217212,31467.3401556,30452.164538,32431.7272096,24932.8348864,12451.6853493,27707.3118607,6334.61931628,2745.53373211,12841.1528919,53306.9770612,101265.631577,18352.456288,12934.1494353,80672.3434002
-87.6558,44.082,98,72,176757.183311,229825.760506,144272.186919,147451.003949,185344.297252,33554.9308689,29750.3185147,39984.3629928,35539.0687759,28878.3886974,18763.9008736,32246.8477252,17045.8844992,6363.83597116,19273.8039822,87379.8893362,166734.220542,48266.159217,27060.6994332,107422.729983,109588.779537,145395.927745,89818.6296815,85228.6978588,117853.777708,32376.7067843,28382.6042762,35105.5575443,35501.5196864,30413.9116916,15922.0645606,30487.84251,12000.1277691,4708.79592576,16369.2368437,72186.7551698,135119.335423,40518.3114795,22696.2415782,90350.307499,93509.2091786,120137.465961,78796.8854002,76398.8210733,98653.1035375,30478.0802132,25139.9274994,34440.45042,35686.0028662,26420.6083948,14332.2572312,25914.0714715,10090.4538821,3129.8452626,18069.187045,60089.4451711,105354.901396,37523.4362909,20842.8293611,76615.5939974
-90.135,44.635,92,73,132854.239794,179716.468227,87369.6968496,110248.652711,153985.748125,29453.0800931,28091.745815,32525.4449287,31647.2052953,25460.0377796,13779.2050566,27920.6914262,9005.18331604,4614.52383966,13462.5107772,69428.2518488,133805.962585,27337.229216,19635.6394557,96918.4794315,87577.8369516,122799.004766,57602.5976766,66907.0971039,102991.267659,29759.9419099,27917.4008337,30973.8453483,32220.3660157,27786.7023527,11950.3726243,26731.8324718,6546.93772553,3525.60425095,10863.1384754,61660.9734422,117418.921368,24504.9847983,17272.189162,87361.6353104,75553.0791548,103721.985927,51430.1606167,60236.0390972,86813.7266428,29083.3000735,26257.915071,30592.5284919,34586.1728136,24690.6241426,10810.8172879,23233.2595406,5678.68426975,3055.74041823,11163.6132247,53225.5017904,96127.1586142,23200.0010174,16043.7885273,77516.3785685
-88.5055,44.1934,96,72,169611.192827,237680.580995,112304.899336,144136.228111,184144.982076,32194.3874831,30720.7207666,35756.9671349,34357.1303668,27865.5938964,17974.0202442,34364.890634,12933.1661366,5971.93457603,18481.0804404,87338.2450011,181561.091519,33319.6773024,24821.7057116,109637.594125,105547.387661,150385.283964,70596.3342358,83731.7939078,117455.075476,31435.7336284,29334.3178202,31928.4648461,34549.753421,29821.5319784,15249.3765693,31733.6795412,9169.60702614,4555.60919657,15396.2075692,71923.0878365,144725.341495,28954.4405512,20688.8239295,93146.8461069,90013.9976935,124122.881302,62412.6577619,75069.2226083,98434.0119017,29970.6730176,26092.5718271,31601.3975388,36018.4910202,25968.995652,13714.4818775,27082.2041264,7870.58139107,3243.86450979,16535.3341391,59361.4967399,111982.406231,27239.7370193,18794.9430027,79378.3138396
-88.0131,42.6658,97,68,355271.369394,444508.130304,298683.604325,328842.14255,348604.663348,34427.4818394,26762.6478743,42102.2810223,39844.7390786,28899.6846646,26495.9307814,34387.2721797,25874.2783915,13264.6139244,32360.4045003,203331.145445,369488.410021,124985.013308,114596.472679,204133.612541,185358.54493,229477.181307,160997.130485,167117.793566,183672.082157,33055.7729466,24616.37086,37443.4449663,40251.2801036,29834.8587767,20891.7336353,27788.9293005,19358.6230161,7685.45790699,28544.7119665,118806.247322,214759.582854,71198.5078171,55402.6175954,132643.77677,151128.89563,177414.128694,136164.9028,146938.072049,143852.081927,30702.2406054,21990.2201177,36013.4722032,39332.0104994,25351.1351567,19131.784552,23504.2616173,16151.8678216,4961.14580661,31783.8059717,87808.5692135,145337.036649,58918.2964471,51990.6685724,93967.2538033
-87.9033,42.5381,98,67,355271.369394,444508.130304,298683.604325,328842.14255,348604.663348,34427.4818394,26762.6478743,42102.2810223,39844.7390786,28899.6846646,26495.9307814,34387.2721797,25874.2783915,13264.6139244,32360.4045003,203331.145445,369488.410021,124985.013308,114596.472679,204133.612541,185358.54493,229477.181307,160997.130485,167117.793566,183672.082157,33055.7729466,24616.37086,37443.4449663,40251.2801036,29834.8587767,20891.7336353,27788.9293005,19358.6230161,7685.45790699,28544.7119665,118806.247322,214759.582854,71198.5078171,55402.6175954,132643.77677,151128.89563,177414.128694,136164.9028,146938.072049,143852.081927,30702.2406054,21990.2201177,36013.4722032,39332.0104994,25351.1351567,19131.784552,23504.2616173,16151.8678216,4961.14580661,31783.8059717,87808.5692135,145337.036649,58918.2964471,51990.6685724,93967.2538033
-87.8689,43.3842,97,70,391698.768975,459032.012332,355743.044726,375789.207174,375574.501127,34871.1105375,27067.5894304,44177.2829904,40199.8774007,27957.9119154,24352.2517893,33283.3265681,27602.5918001,11307.6199645,25113.8613402,210958.892295,377443.085609,136169.579668,118929.373722,211126.595457,201279.710257,233119.376892,191017.969446,186736.884973,193946.673218,33409.744323,25112.1071933,39040.3775408,40129.1819747,29294.8065361,19727.1229314,28647.2688547,20718.0273147,7264.97386579,22128.3926262,120861.677813,214397.189061,75766.5631506,57420.6239631,134398.856182,164139.923623,180249.487895,160485.039843,163934.217617,151635.77145,31210.7003261,22145.6973295,37503.3823811,39921.0286789,25144.4460475,17682.4863341,24252.5565637,17260.1730754,4491.49778551,24606.270118,87906.6345164,144220.794693,61745.1924526,50779.8932729,93519.5199684
-88.0083,44.5397,97,73,178394.408659,238002.316536,137538.229709,150855.463359,186919.714456,32679.3242255,28679.8056243,40286.8628316,35600.5864243,26065.5018246,17357.7592155,33420.426117,13856.9530701,6066.46386964,15956.7302155,92267.7887889,180349.086454,51351.5615657,24596.2731128,112699.945411,110606.926865,149683.211088,84988.6644344,88599.6106623,119103.575513,32062.3177616,27591.1401133,36387.1145635,36007.1309948,28167.1210841,14412.8522607,30240.7521848,9739.07027511,4756.44511138,12725.6897162,74753.4604593,141195.02106,41578.5328358,21544.0153104,94518.1870957,94512.9915309,123656.13329,74532.9142847,79901.4307394,99918.8794491,30519.9674075,24617.9310282,35833.5265279,36472.838346,24961.4964823,12769.7474693,25921.1436407,8253.33051701,3459.44795342,13293.5798711,61927.1041505,108963.839097,37973.3558799,19810.4089482,80907.3220473
-89.0351,42.5835,95,67,251566.728758,314538.910284,175041.263734,247673.311534,268797.857279,33616.9291792,31479.1010996,36096.519197,38320.4541167,28493.052664,22839.6757067,35577.7065029,16555.8523873,11154.3307021,27941.751295,127529.713471,244283.207161,59422.406669,46484.0766717,159896.522229,141913.656834,180669.671106,99210.7411564,135304.185324,152404.559522,32785.1238393,29268.9419356,31972.7759305,39767.5301236,30031.1088961,18397.2560364,30322.4530329,11713.6288504,7880.21930003,23516.5980494,91290.7751665,174300.015855,40928.8052522,29127.871603,120430.398664,118346.554726,144409.31933,85619.723074,120579.038709,122726.970414,31452.2473515,25773.7437042,31518.917706,42468.9618644,25874.1466398,16927.2082512,25576.9934108,9962.66396367,5763.16387974,26268.0524505,70692.9218756,127057.257262,36283.5477458,26668.5245802,92464.9968934
-89.0492,42.9767,95,68,218136.031157,277365.044921,153006.891224,206497.727412,235404.559992,32278.9234764,32572.0774959,35226.4033782,34380.6575892,26847.7035011,19866.1903194,34998.1514898,14374.6060208,8132.85294448,21800.0764025,110194.943188,214468.396977,49073.9792238,36595.2512688,140625.972399,125887.358818,164546.932149,87248.2411971,113181.426698,138544.922295,31522.2320361,30665.4496213,30900.4979735,35558.7440486,28848.3042793,16216.729705,31058.785697,9876.79551863,5907.63772952,17867.6745137,83498.3792158,160294.716752,35442.7999462,25280.2204235,112662.63763,105786.891823,133371.369363,75403.5069189,100680.124502,113673.311592,30349.3214548,27116.0366873,30677.2986566,38206.4615456,25186.9340928,14671.0671214,26245.9253309,8442.90754787,4162.90546059,19687.9087777,66307.4960418,119484.305439,31985.0115995,23042.120885,90540.3795799
-89.6298,44.8878,93,74,147947.770825,197033.565506,106771.725493,122529.65966,165277.482397,29350.4701257,25713.3284171,34296.8524483,32147.2503618,25160.6739869,13299.6440716,26324.2367116,8801.91315153,4473.85148845,13495.5397092,78689.4791542,153327.46239,36209.0668163,22540.7333742,102637.774864,95005.4239892,128772.024191,69355.0363367,73724.0943277,108139.152271,29875.394885,25632.2965124,33782.6764295,32635.2962296,27339.3602509,11539.8940939,24810.5373216,6606.88912692,3536.90722902,11067.0775744,64368.0116198,121248.086498,29477.8077466,18891.4193472,87627.7383318,81497.9603504,108017.742141,61381.7177243,66367.6349643,90199.6879625,29163.7172977,24009.608018,33045.9883058,35161.7184161,24267.6460675,10498.7444845,21761.1388615,5730.80889561,3201.22246167,11198.6061216,54006.5902685,96498.7081911,26827.0017437,17150.6011392,75485.6133418
-87.8783,43.7519,97,71,239068.191502,208354.932207,338218.450026,210801.43829,198850.245802,38980.1827421,18412.1729436,81384.9987326,36941.4130185,19136.1232142,27913.4009296,16425.6027157,74091.376221,9189.54226565,11852.3248578,89292.7389949,125921.459414,92934.923315,41568.4269511,96675.5539366,143046.550737,115078.193851,223639.645249,116331.679568,116957.416784,37448.3970416,20036.9198968,72069.1430674,37394.0715432,20207.9542749,22592.8104749,19771.5304735,53698.0919426,6364.35033641,10318.5506536,65725.0958036,91897.9929032,72018.5737824,27810.0124891,71069.981386,122859.695881,95386.2411271,189469.522737,103628.587683,102820.261027,36836.9899313,21618.9091253,69015.1912725,38188.6040731,18238.9534425,18732.4187146,16718.6872471,42310.6139081,4130.64157282,11587.748227,54764.6740239,71466.9556973,60074.9014863,25336.1730238,62090.4394914
-88.4968,43.7353,96,71,193439.030627,267183.352664,131603.000189,168907.75479,205850.164788,32137.9523099,31127.1542474,35842.1186812,34173.1559028,27326.4447004,19584.7587262,35525.8421313,15422.5825631,7051.04324849,20203.3347853,99799.1715347,207047.17382,37361.6544451,29411.2308514,125358.480432,115819.891327,161594.534059,80988.7016783,94343.0448038,126326.09963,31269.4641089,29248.2875348,31957.7482655,34548.7086726,29219.5652444,15849.4321482,30675.0115652,10931.5859671,5157.54848663,16482.3883739,78743.876508,156329.994932,30983.0598111,23178.0920869,104271.476703,97623.1961995,131510.238626,71084.5061375,83629.0939802,104246.158895,30015.1060334,25756.9340178,31780.1699002,36782.741044,25530.4839414,14220.2918129,26073.2160351,9288.67440196,3422.460991,17955.7268703,63324.4973499,117390.534622,28789.1533164,20785.8948106,86253.0381297
-87.8294,42.8457,98,68,312499.063721,384487.788829,261026.043975,294120.734658,309959.933957,34960.6043289,28200.1484348,42404.6913307,39811.8338434,29346.3759835,24937.2436134,34235.7431134,25557.100138,11089.6414385,28764.5875152,166735.554702,310590.968076,97968.5083602,77892.8874533,180408.27771,168881.448583,207778.316193,144722.62365,153520.145048,169364.090815,33364.0049863,26182.3895944,36921.3635949,39748.552238,30511.613384,20231.5768572,29328.2132913,18749.7065985,7402.28563278,25304.3696864,106574.136133,195436.448767,60968.4776238,43980.2353151,125122.898139,139060.831069,163017.364733,123198.276612,135639.595216,134269.589006,31129.1919677,23513.2182271,35726.6433288,39184.8149307,25945.359286,18431.3679182,24744.4570802,15665.6063991,4729.60221466,28468.0563623,79972.2239965,136447.020475,51686.5502063,39224.3909624,91830.7069619
-87.9233,43.0303,97,69,312499.063721,384487.788829,261026.043975,294120.734658,309959.933957,34960.6043289,28200.1484348,42404.6913307,39811.8338434,29346.3759835,24937.2436134,34235.7431134,25557.100138,11089.6414385,28764.5875152,166735.554702,310590.968076,97968.5083602,77892.8874533,180408.27771,168881.448583,207778.316193,144722.62365,153520.145048,169364.090815,33364.0049863,26182.3895944,36921.3635949,39748.552238,30511.613384,20231.5768572,29328.2132913,18749.7065985,7402.28563278,25304.3696864,106574.136133,195436.448767,60968.4776238,43980.2353151,125122.898139,139060.831069,163017.364733,123198.276612,135639.595216,134269.589006,31129.1919677,23513.2182271,35726.6433288,39184.8149307,25945.359286,18431.3679182,24744.4570802,15665.6063991,4729.60221466,28468.0563623,79972.2239965,136447.020475,51686.5502063,39224.3909624,91830.7069619
-87.6881,45.0869,97,75,116738.93538,109568.63065,151692.414135,97048.5427126,108619.181977,34215.6517343,15451.7971138,70627.2265438,34887.5873525,15870.2733099,13796.7244889,12145.9889718,32527.5197699,5021.96120761,5433.04680546,43466.4986243,59388.7871758,45978.8243747,18423.8483978,50042.9842392,81195.8206633,71996.5278169,116294.666748,60986.2712452,75396.1964864,34462.2124531,18309.8481454,67397.3914293,34702.511116,17306.3223497,12306.3748395,17249.818822,23444.1375514,3643.87463852,4712.18016823,40873.2064413,54422.7994949,48179.5561979,16802.6145645,44080.719323,73552.7909711,63639.1434409,102665.107962,55371.6288185,72433.0217289,34377.3953647,21684.899131,64003.8134327,35357.6864292,16112.9768527,10488.1918272,14903.7022397,18914.5231757,2927.56630914,5072.91474392,38866.0382125,48405.7347266,44153.2727349,16011.2821371,46848.9384937
-89.6553,44.8606,93,74,147947.770825,197033.565506,106771.725493,122529.65966,165277.482397,29350.4701257,25713.3284171,34296.8524483,32147.2503618,25160.6739869,13299.6440716,26324.2367116,8801.91315153,4473.85148845,13495.5397092,78689.4791542,153327.46239,36209.0668163,22540.7333742,102637.774864,95005.4239892,128772.024191,69355.0363367,73724.0943277,108139.152271,29875.394885,25632.2965124,33782.6764295,32635.2962296,27339.3602509,11539.8940939,24810.5373216,6606.88912692,3536.90722902,11067.0775744,64368.0116198,121248.086498,29477.8077466,18891.4193472,87627.7383318,81497.9603504,108017.742141,61381.7177243,66367.6349643,90199.6879625,29163.7172977,24009.608018,33045.9883058,35161.7184161,24267.6460675,10498.7444845,21761.1388615,5730.80889561,3201.22246167,11198.6061216,54006.5902685,96498.7081911,26827.0017437,17150.6011392,75485.6133418
-88.7297,42.8543,96,68,232910.840863,302372.917103,162256.782951,220582.388929,246178.535721,32771.262454,30932.9741961,35822.1765298,36194.7123568,28057.2242905,21798.0067186,35939.0705614,16196.9547217,9019.78786695,25907.2967814,118335.603441,233314.702827,53420.2116882,40097.8786802,146487.263258,132700.80591,174326.278,92675.0476241,120665.307646,143090.800487,31866.6152755,28884.2155075,31443.7150118,37318.5664586,29729.0801327,17624.6089615,30629.6259039,11436.2299399,6605.29030551,21662.1247468,86700.8726776,167309.424428,38078.9612331,27059.2105091,114012.112005,111123.840281,140117.695938,80139.6045552,107509.885133,116693.971515,30471.4817985,25298.3253081,31085.7607394,39660.6818236,25659.151721,16111.2988949,25874.2594918,9737.00175442,4625.64642961,24064.234859,67872.3458188,122536.665584,34119.0350649,24583.1718349,90026.990462
