"fips","NOx_AP2_ACS","NOx_EASIUR_ACS","NOx_InMAP_ACS","SO2_AP2_ACS","SO2_EASIUR_ACS","SO2_InMAP_ACS","NOx_AP2_H6C","NOx_EASIUR_H6C","NOx_InMAP_H6C","SO2_AP2_H6C","SO2_EASIUR_H6C","SO2_InMAP_H6C"
1041,2150.75523754194,2407.41233769826,4991.60485226247,13828.978570794,16784.5591582574,14406.3039701909,5524.42469338422,6183.86050471857,12823.4940330639,35529.5898496037,43123.4404832735,37012.927123045
1043,3246.34738396845,3841.04769153137,10783.7311427093,18369.489212439,19303.0437810132,29430.4332284451,8339.35829752091,9867.33737770097,27705.3558532335,47195.6427934798,49594.2490037801,75614.8160284157
1045,2669.33980445937,2472.74891554927,4867.06881094684,14859.1629861156,16974.8898078706,14255.664095141,6856.83760704365,6351.73148587884,12503.5203195164,38176.4696566608,43612.4620076071,36625.8841456158
1047,2278.53459897318,2446.26772941535,6504.58902456536,14164.5199952208,16800.4725698674,16831.8316897404,5852.73155427323,6283.69268059083,16710.843904121,36391.7052218977,43164.3272286227,43244.8990368586
1049,3107.60432528151,4144.77737296022,11027.5248401341,22862.9689663023,19605.0198820344,33150.3113542761,7982.88212204591,10647.7180053063,28331.7413869343,58740.8580452635,50370.124111304,85172.3963504806
1051,2268.22872355283,2677.04008212447,6039.68397782317,15534.5334839575,17270.8084769464,17901.9274693833,5826.25239856239,6876.62213218048,15516.3511879439,39911.7167701223,44372.7735965409,45994.3241578643
1053,1902.78001973511,2289.15775664275,3536.58366665181,12443.2735012003,16867.146134387,11754.2700130513,4887.29546981838,5880.02591157913,9085.06998222941,31969.2615115952,43335.633364657,30198.9867989805
1055,3426.50285727417,3918.93709478812,9914.57402630963,20172.4439252995,19111.0147444739,29532.8115979259,8802.23647479838,10067.4606620351,25472.2077038897,51828.0215710399,49100.863769423,75877.8594552312
1057,2957.42191355024,3158.12753144298,8813.5559611701,16462.986595805,19295.8633674985,19827.8761075111,7597.01451710591,8112.69271924351,22643.3331446554,42297.2156740065,49575.8001792243,50942.7144498085
1059,3501.15888869489,3713.25782602239,9809.87384318354,17275.5989691711,20050.4890262485,23429.5513589389,8994.05217216635,9539.00352840984,25203.1987804484,44385.0819337151,51514.6796539339,60196.5930299902
1061,2340.16575805413,2511.63209624331,3781.0764055987,13483.0334410329,17105.3394263499,11619.5958345818,6011.082105913,6451.6350606976,9713.25158162641,34640.7439646378,43947.6296298852,29852.9649040447
1063,2546.1550755396,2614.11881734264,7344.29259594358,14119.9314818432,18122.0028861859,16803.3770939761,6540.33585583656,6714.95687816523,18868.3162886173,36277.1427863467,46559.7696917911,43171.789898508
1065,2464.08927149668,2579.86703786083,5974.6135284176,14171.0037571056,17991.3595985894,15446.0467034925,6329.48203554915,6626.95288381449,15349.1639775706,36408.3641211698,46224.1044703764,39684.3653668969
1067,2470.32508515119,2449.56988812384,3531.66455235334,14360.2388584617,17060.5608336729,10580.2784901427,6345.50387493754,6292.17700347051,9072.43117299137,36894.5708246652,43832.5788186106,27182.6196229414
1069,2409.24042421038,2530.68975152013,4352.39472743814,14151.3871726311,17301.353327526,12569.9838167817,6188.55745528636,6500.60039367277,11181.1547133259,36357.9627167643,44451.2532813489,32294.8216449752
1071,3266.6639583446,4117.93969737115,11059.6447716108,23161.5188761883,19576.6490702412,32820.3801161778,8391.55820431917,10578.7632623219,28414.2679683553,59507.930150144,50297.230241305,84324.6953768959
1073,2780.10350774976,3455.10307814782,9756.62714366135,19344.4992430019,18740.8746816549,30557.4440345903,7141.42569169515,8875.71977155764,25066.390640409,49700.7616083179,48149.8532090929,78510.4744180736
1075,3095.33173124574,3033.80773501213,9070.30978407215,16073.9811233914,18873.0846669284,19912.0430642611,7951.34982467238,7793.2746093437,23303.0174682743,41297.7337225689,48489.5437878933,51158.9668167922
1077,3497.14448877665,4092.22771049226,10734.9772556021,21318.2346246532,20987.4686788052,25877.8606652984,8983.73786928717,10512.7007808313,27580.0912138345,54771.9316323143,53922.0860222406,66487.0982716269
1079,3434.57382517702,3966.61699450617,11248.1789351758,17504.7402418153,20408.135552001,27813.3590423876,8822.9734240744,10189.9658774987,28898.6737340209,44973.8206085629,52433.5902421733,71460.0249580687
1081,2317.68849195728,2738.19657303978,7155.88148462855,16612.4960051969,17278.7479415219,21058.3418130169,5953.33067727096,7033.75310646694,18384.2266843213,42681.3541164046,44393.1726708728,54104.1822227052
1083,3474.77348620705,4187.53608008361,10874.0962268328,22367.6797259693,21043.7533098788,28537.9226834075,8926.25946630957,10757.579071711,27937.5332312564,57468.2984244883,54066.6995994029,73321.6653030594
1085,2175.07946494571,2483.52846790909,5924.96444516831,15006.6061602557,16641.1214421028,16387.9197123694,5586.92156809883,6379.42767215962,15221.5992872715,38555.299266695,42754.9022013761,42104.3443637933
1087,2253.12412217977,2612.53185334632,5199.41470989524,15488.1486109527,17179.0931308055,14975.5084302749,5787.44375054425,6710.87944999421,13357.4253444824,39792.5389007201,44137.1269549424,38475.3990543572
1089,3741.06651204419,4038.44275789822,10949.8667658224,24128.8543186723,20544.2228450497,30124.8543610144,9610.45311393763,10374.5096930733,28132.212462119,61993.3304447721,52783.2428894182,77399.0104367708
1091,2303.96194299314,2384.6499737842,6749.93544689892,13332.9657264421,16681.6877018677,16586.763506032,5918.06269540926,6125.37656678576,17341.2188946082,34255.1710540658,42859.130155345,42615.2389321605
1093,3345.51318228496,3407.3268721294,8710.69454499586,16920.3920453128,19557.700745214,20970.9963406329,8594.1475810811,8752.96711379346,22379.0486133156,43472.4394785349,50248.5458134044,53879.7632122323
1095,3348.41603197375,3983.95916819096,11314.5925635336,19253.4499541,19746.8451548324,31595.9315432791,8601.60594883535,10234.5235786773,29069.3120092649,49466.826285033,50734.5195002423,81178.6875804435
1097,2100.96318477451,2469.62874060433,6035.68306440701,13031.118273766,16869.1450533887,18035.1073305682,5396.49266775667,6343.71473865044,15506.0715362879,33479.6264861056,43340.7692396158,46336.5066642527
1099,2036.54555986796,2241.72989889011,5012.98869467719,13003.9148107907,16707.1895662258,16994.2413467201,5230.98277647132,5758.16827414024,12878.4360995939,33409.7319160067,42924.6527635382,43662.1824233446
1101,2155.18794467856,2622.77230302418,5925.71732835431,15159.1972119379,17388.7108311502,17612.2677965189,5535.81376395841,6737.19050563083,15223.5336897653,38947.3554533625,44675.7032040027,45250.0939718698
1103,4128.45610415457,3945.18093237856,11096.6468826943,21199.0676690971,19938.6081167074,29212.6892994245,10605.7833417794,10134.8896414923,28509.3384617434,54465.7528514678,51227.2211019938,75055.3608471276
1105,2353.65616584661,2533.31552261377,6643.2588069292,14245.5720789483,17565.9717849633,16674.9632497737,6045.74336407592,6507.34685613363,17067.1318088194,36599.9544640211,45131.1444165169,42841.8528444128
1107,2854.12364472966,2797.18273597489,8084.74291715758,15099.6744561753,18510.4285265726,17933.324413738,7331.60756881715,7185.30780021561,20770.7746972299,38794.4220776047,47557.7618656116,46074.9931495319
1109,2160.41509818556,2457.50691545653,5390.69844451446,14235.7013779728,16873.8943392414,15300.7268480786,5549.24402640489,6312.56981573063,13848.8956550908,36574.5934134123,43352.9717041788,39310.9912552922
1111,2697.86565799606,3179.12692245321,6311.27059199962,18027.270053022,17225.780541201,17573.0471943688,6930.12982985577,8166.64700470814,16214.1457907736,46316.3701417323,44257.0821415883,45149.323451264
1113,2265.99550275797,2665.56166219084,5973.02397219521,17056.3587585102,17549.9465948263,17904.8447733926,5820.51452586822,6847.13032713334,15345.0798891252,43821.7823168089,45089.97047567,46001.819663483
1115,3045.23606840045,3520.40216439738,9754.75187445656,18874.4602408101,18868.5386485514,30221.4934792907,7822.6377257178,9043.49442456408,25061.5724621128,48493.0780859048,48477.8635837806,77647.3078551099
1117,2636.07426026291,3128.52581517862,8587.44991674394,19230.0045091993,18228.3374082707,26690.8269815426,6771.36757284896,8036.63625413974,22062.3929611851,49406.587289226,46832.9777651354,68575.8739260446
1119,2567.93235173474,2542.35017596265,7220.32859601911,13824.5340565988,17313.2347178554,16848.036899044,6596.28878208581,6530.55982767275,18549.8123360025,35518.1704428446,44481.7804487909,43286.5355056665
1121,2909.99464594472,3125.97605790037,8282.02758140322,17865.6482882466,17943.9637547521,24552.3038831862,7475.15839594749,8030.0850959662,21277.6633535399,45901.1111073277,46102.3290871289,63081.3105044094
1123,2374.27129013265,2723.87734920141,7990.22027896543,16263.9752499421,17172.6347943483,23610.0095885208,6098.71034297908,6996.96234952398,20527.9152066188,41785.8906093817,44120.5333818874,60660.2490868997
1125,2767.05502129281,2979.1447318734,7945.90102978748,20091.1270261153,18790.6371988507,20350.8758389516,7107.89987359708,7652.82752331802,20414.0445986301,51619.0919316258,48277.7093482025,52286.4713613457
1127,2995.67172319141,3407.99493249065,9050.20798381013,20365.6411381717,19336.5390454458,23882.308733696,7695.29075508548,8754.68357878148,23251.3693862341,52324.408231453,49680.3092641958,61359.8744142913
1129,2126.19824241183,2272.83166222578,3557.22513141678,12406.5080074953,17059.6431036883,10491.6806611815,5461.32976245228,5838.07884948259,9138.10463841513,31874.7989654365,43830.2208709184,26954.9828999056
1131,2170.29591949692,2311.90627642521,6141.73129127383,13398.2604471291,16741.7303777281,16582.6778489548,5574.63107945793,5938.47427942193,15778.5440238282,34422.934490518,43013.3993754313,42604.7415463958
1133,3148.83794729888,3621.99308470426,9416.01295303609,16871.6288933648,19760.3301774315,24677.278873681,8088.82474733356,9304.51463758748,24191.241677025,43347.1510347381,50769.1669220866,63402.4120215825
4001,4754.41237510372,782.731118194427,7278.31906668167,11478.3416384993,8437.02457808464,9713.09927013888,12214.0691875314,2009.52448404878,18698.8087715101,29490.0367974726,21675.9011977248,24954.5533346245
4003,3831.77170952462,665.509690696252,6097.08309102284,8543.60108448718,6872.89091880418,9754.11094967646,9843.50435411884,1708.34439941076,15663.8282332298,21949.7310077161,17657.1316097619,25059.9257172844
4005,4146.26789538845,893.485948520391,6543.18432324435,10607.7869684981,8946.28820143644,9454.73599735045,10651.5476436299,2294.08977116032,16810.0078161366,27253.2978770472,22984.365566891,24290.7338092482
4007,5490.05284684426,1194.57304406041,6553.22239977214,12503.0020371268,8813.24688846803,10323.9695744906,14104.1695238834,3067.68073361101,16835.798909137,32122.7236037192,22642.5390360649,26524.0784111757
4009,3909.96142490697,739.199025114396,6609.3088014535,8512.09141857429,7138.80359359304,10157.733039408,10044.3992382649,1897.67633684448,16979.9031703285,21868.7723975959,18340.3480114772,26096.962526523
4011,4046.1946402837,558.837658553548,6903.53208120499,8718.32193739939,6989.66473885663,10055.3512215301,10394.4268075701,1434.26915263261,17735.8587510555,22398.6458724404,17957.1616448632,25833.9102396506
4012,1530.72931477453,1982.77148655658,4758.9641758984,12480.2818829676,11409.0981504193,7505.01147207433,3931.37584657878,5092.81964113923,12225.7642485612,32064.3481164155,29312.1276895077,19281.2555075731
4013,6393.66053398746,2697.62708133799,6138.88984460625,13182.1592273286,10936.792515997,10513.6555214769,16425.8324271747,6929.51684859797,15771.243420465,33867.6999650647,28098.6204495234,27011.44348416
4015,2192.40716677769,1313.42993818825,5271.41762964291,6424.02828866311,9015.28037196274,8136.94483062579,5631.44208636688,3373.06286550659,13542.4243325226,16503.8570948372,23161.6289580811,20904.8984410895
4017,4508.49495893564,805.854049173818,7040.97885800385,10961.7170433067,8687.0916991247,9606.98454157968,11582.2271276263,2068.93483638867,18089.0043555154,28162.6596905131,22318.4052030714,24681.9099825437
4019,4218.35167476071,1314.50146223967,6224.99085801603,9430.71599751251,9422.11359865266,11410.509039437,10836.7543864219,3375.81596032369,15992.4650098931,24229.0185943886,24206.9162256323,29315.7527236234
4021,5208.77329021989,2029.08757056793,6310.34306238068,10550.6661057959,9303.76907507418,10785.1129252051,13381.4705900866,5211.82076917835,16211.7626646242,27106.535748054,23902.8505408123,27708.9061031999
4023,3504.23041064915,829.41329946836,5611.97572673806,8387.33972430828,7240.42862299655,9797.52103162464,9001.94391399116,2129.46623537568,14417.4291733302,21548.2446012734,18601.4558618961,25171.4603780912
4025,4053.30923644132,1416.66771842819,6246.8934925948,10336.2549820954,9331.03095151957,9352.35690792408,10412.7065258661,3638.31439890043,16048.7400227215,26555.6436307877,23972.8951941701,24027.6885326576
4027,1528.83984805671,1938.47415010664,2975.52913008166,11419.7044121305,12333.1290109885,5263.0909079184,3926.52119024043,4979.00533409677,7643.53786291297,29339.3786355852,31686.2643873285,13521.0302682524
5001,5108.49594167393,3421.43010517156,9906.5050830307,20242.1561726192,18361.7533805633,17120.6878394193,13123.8253714015,8789.20291992519,25451.4759565329,52007.1350744,47175.7669179783,43987.0647096819
5003,4396.15585668575,2879.18017855767,9222.84156070348,18253.1222164896,17979.7060929542,16821.0757225985,11293.5913291558,7395.98597761255,23694.9213580007,46896.6580222046,46194.1628130495,43217.2634486961
5005,6015.77393731382,4017.17162627246,10459.5145921919,22030.2339916653,18988.8624350074,17953.6518895923,15454.918494468,10319.8572173261,26872.337776164,56601.2902589377,48787.0146405645,46127.2210657837
5007,6570.16762619103,4767.26815140776,11588.6329174401,21146.5093911759,18811.7049232764,17162.7791113117,16879.3367233061,12247.099870385,29773.411069866,54330.7134910833,48331.8392045015,44095.2109172622
5009,6184.50692480175,4218.57882777133,10751.8222441051,21569.370760715,19191.0496355786,16821.2642180801,15888.4485796875,10837.338016603,27623.3714841003,55417.1822859623,49306.4995118924,43217.7477550753
5011,4548.34040820817,2794.32605451565,9761.55682025533,18035.5349940302,18231.1640287793,16677.8429828817,11684.6030843133,7177.96805370303,25079.0565876296,46337.6054711895,46840.2402752598,42849.2518181304
5013,4863.08116885695,2686.4514822317,9922.98064609565,18446.6230394395,17934.3695184807,17020.52291654,12493.2747662266,6900.80308903585,25493.8070523425,47393.8247559442,46077.678364527,43729.7083492076
5015,6220.33122726543,4434.9584192937,10594.9054531796,21015.7377837552,19138.0474024844,18337.3346303296,15980.4928985326,11393.287769814,27220.2010622693,53994.7185741828,49170.319485851,47113.0271832805
5017,3836.14032120035,2863.27935816131,8902.02515324209,13835.377996546,17265.7735947442,16556.1374342071,9854.72874254619,7355.13158319847,22870.6393575619,35546.0320618405,44359.8373417949,42536.5505634787
5019,5328.00265451434,2790.48459390364,9351.95355225534,18606.9966294506,17180.2853534361,18679.11322515,13687.8097193392,7168.09808831402,24026.6521803708,47805.8768222271,44140.1901637812,47991.1678808681
5021,5284.7264113621,4765.04743492067,10847.3751804726,20743.939295173,19686.04874751,22360.8811183503,13576.6189340572,12241.3941253364,27868.8781468052,53296.3795968917,50578.3136981646,57450.830583823
5023,5507.54584749639,4007.90290887107,10118.4397976647,19092.7390195579,18624.3502591284,17086.2334966779,14149.1147487406,10296.0428588849,25996.0053711077,49053.907470609,47850.4639575886,43898.5402642416
5025,4778.39925797655,3052.10229158833,9818.18166223149,18335.4005475869,18207.1400729368,16679.964560872,12275.6993141049,7840.27929283572,25224.5442775765,47108.0578938207,46778.5148961341,42854.7028440419
5027,7396.70389507195,2528.53154685597,10297.2225740202,10545.2922074179,17627.150232876,18056.4898920148,19002.978012539,6495.0552618885,26455.356642149,27092.7284501661,45288.3318054922,46391.4454395577
5029,5681.68309437006,3724.4426985308,10454.2711489044,18978.4804269269,18545.6396317735,18470.8416889895,14596.5301391807,9567.74111436699,26858.8656599575,48760.3398752155,47648.2306806648,47456.0503667133
5031,5692.0159573529,4397.06955759832,9997.91056542832,21218.0939006423,18930.2205078656,21178.4430397022,14623.0786347429,11295.9389248476,25686.326457098,54514.6374466263,48636.344400858,54412.7614508396
5033,6066.63199879905,3465.07085910956,10693.5192546715,20820.3478314319,17564.0366470114,16122.1434469765,15585.5894442215,8901.33025231856,27473.5720859269,53492.6980508526,45126.1724158806,41421.4784423128
5035,5978.53953471079,4029.2284877827,10456.1222848212,24116.6424466521,19282.2830752423,22839.1601060775,15359.2511683932,10350.83522747,26863.6218319648,61961.954162064,49540.907978554,58679.6853169434
5037,5245.80528610435,4181.94556029966,10422.9182618222,20697.8917666991,18811.7235949098,20344.1927825057,13476.6178672768,10743.2152027697,26778.3098657944,53178.0684756305,48331.8871780184,52269.3004093364
5039,5012.28190800318,2845.06882264158,10009.626156659,18410.729581347,17712.8093216851,17337.4178735887,12876.620134076,7308.34277720802,25716.427632572,47301.6027537304,45508.4179464661,44543.9148643668
5041,4520.97501985795,3111.45945791427,9603.74581672811,19185.4750311145,17993.7251995477,16398.6775810071,11614.2924751066,7992.78721531602,24673.5886419344,49292.1765345994,46230.1824708927,42131.9848375189
5043,4576.235427472,3030.71997230831,9656.84182571549,18664.0415896333,18147.8169903959,16456.9966324656,11756.2744881015,7785.34113973558,24810.009608835,47952.4439328884,46626.0945460156,42281.8255042737
5045,5572.77984616783,3786.98920910972,10460.9608799812,19321.0706653279,18261.7260371417,18699.7620978675,14316.7221705274,9728.44350259091,26876.0537612708,49640.5659499181,46918.7640440089,48044.2215705004
5047,6052.63220076484,3529.46046646876,10562.895056505,21175.4029502514,17540.6062658823,16234.4538970337,15549.6193963655,9066.76815738547,27137.955911485,54404.9504693694,45065.9721238163,41710.0406239538
5049,5817.9972724342,4026.08269508072,10572.9824297728,19243.1778131326,18863.758531657,18348.7646430177,14946.7657280397,10342.7526598673,27163.8736638909,49440.433804136,48465.5819042144,47142.3946143234
5051,5863.75468461154,3277.67303782198,10564.4971661796,19893.4262637552,17688.6231349159,17958.5845609289,15064.3314458997,8419.84412063625,27142.072253844,51111.1341835295,45446.2757431702,46139.8947074751
5053,5149.21005311364,3392.00978687801,10254.7422942143,18818.4104469936,18388.2411531536,17422.2372505231,13228.4332045518,8713.61252538007,26346.2109463454,48349.0678822596,47243.8226460214,44761.8435116224
5055,5293.73519706098,4547.53744050735,10765.2640896727,20399.9659441952,19229.1845596266,21779.5818072899,13599.7654431655,11682.5399983634,27657.9079700667,52412.5998548105,49404.4805713078,55957.2830350361
5057,7574.27868271594,2665.71887099047,10441.8240089759,10271.8255501302,16642.3801512389,17633.0632928864,19459.225566537,6847.53424782079,26826.8848972491,26390.1034033174,42758.1362357354,45303.5243854871
5059,5626.9556911149,3060.54593155985,9789.77156304743,19443.5435972873,17616.0290888452,17276.0302281347,14455.9175882487,7861.97375822103,25151.5494654552,49955.2388625474,45259.757958782,44386.1899786685
5061,5354.70010069331,2801.28663618127,10481.6659449217,17710.6722107305,16606.667980535,17561.0626499328,13756.4041672266,7195.85205852983,26929.2518270537,45502.9270113026,42666.3800199584,45118.5312472736
5063,5566.24379588078,4246.78322025313,10507.8264419697,19777.9363635863,18923.1671991714,18790.9256850559,14299.9289252934,10909.8043011052,26996.4666774719,50814.4029574212,48618.2221500473,48278.4505633671
5065,5644.17206925166,4078.88804776717,10674.677732596,19005.1643793246,18958.0482827676,18165.7123257664,14500.1520796302,10478.4268359193,27425.1620696481,48828.8996531771,48707.8430319458,46672.0735000051
5067,5535.94351011132,4289.3622504509,10394.9810932752,20174.1475151808,18817.2558654292,19082.7819683981,14222.0776072591,11019.2037188777,26706.5301667486,51832.3986491527,48346.1013855984,49028.3245582092
5069,5089.92343852276,3411.68735645829,9311.74973107659,19475.4901243677,17958.2750129482,17567.3704176996,13076.1065524928,8764.17062041564,23923.3554493565,50037.3199115103,46139.0993777386,45134.7379602479
5071,5942.22776939991,3394.86896686882,10629.220799363,18578.5922199451,17386.4820027165,16623.3452441056,15265.9543984843,8720.95869143525,27308.368380212,47732.8966287459,44669.9766167171,42709.2293501613
5073,7448.77808359124,2622.95941533753,10271.6390478784,10375.4881510443,17575.8094349849,18605.7850756889,19136.7735893412,6737.67125819948,26389.6242181959,26656.4464395986,45156.4205484442,47802.7639454068
5075,5526.26003535055,4478.57136436243,10712.9275132415,20059.1298973553,19368.0445121569,20095.2214222427,14197.1976018686,11505.343652151,27523.4382331283,51536.8808704419,49761.2570851969,51629.6117708609
5077,5040.52270541121,3806.4770631017,9757.17149811275,20795.5867428606,19116.074980022,17663.4472768053,12949.1799547089,9778.51415639529,25067.789264562,53429.0787372953,49113.8651651848,45381.5907513696
5079,4908.34943146442,3209.98551800108,9699.93038893851,19373.8313499676,18148.6239276972,16601.1635882102,12609.583699282,8245.93280268276,24920.7181831581,49776.1253591874,46628.167831164,42652.2374405543
5081,7529.73908429531,2694.45772863133,10594.5734374243,10008.9768119541,16568.1586194264,18353.8909033756,19344.7888094665,6921.37374765806,27219.3480054912,25714.7592542101,42567.4369095939,47155.5656493587
5083,5835.48858636368,3574.05213112602,10688.9234282646,18328.771727554,17684.3666203569,17098.7038343034,14991.7066191562,9181.33868960181,27461.7639087383,47091.0262928481,45435.3393688017,43930.5806294007
5085,5277.18844781814,3836.48309091166,10352.8532420191,19421.7174061352,18469.1155642044,18616.9371455964,13557.2514468441,9855.60942974535,26598.2899748508,49899.1602578178,47451.615389082,47831.4172507822
5087,6120.67627937903,4105.11662674837,11160.4131636246,20980.1816701935,18351.5033950952,16451.7172636596,15724.4468301677,10545.816611032,28673.1748378869,53903.3633201097,47149.4313617861,42268.2610836916
5089,6186.05533619878,4049.03989044105,10542.1291634221,22050.2047878972,19244.1899703818,17347.0012665175,15892.4269536552,10401.7371833392,27084.6015583621,56652.6017488913,49443.0343662729,44568.5377268845
5091,7464.81881603766,2681.89062579064,10375.1550109494,10243.2035534022,16832.6665906477,18760.4988084524,19177.9874634509,6889.08476109651,26655.5904940253,26316.5641572851,43247.0441696325,48200.2739921864
5093,4924.51666810994,4347.59898239524,10692.6624302855,20585.5897723476,19673.6320410296,22193.7775612319,12651.1226039446,11168.8328799482,27471.3706245848,52889.5280194555,50546.4111289116,57021.4870367397
5095,5103.31770312391,3687.32023781095,9947.38677361167,20149.0153476255,18460.2632500992,17636.3022280501,13110.5207874355,9472.36140350527,25556.5143551612,51767.8259126402,47428.8709065386,45311.8462664568
5097,5478.26940237836,3089.95523313766,10601.401825057,18056.7370978001,17407.4768472863,17145.1446514922,14073.8940113145,7937.5358472298,27236.8923607259,46392.0805918583,44723.9192208931,44049.9022376606
5099,5058.75280386346,2579.15642339476,10389.5861282724,17920.1800316736,16844.7636478606,17440.2443553109,12996.0190242544,6625.12708345013,26692.6687418296,46041.2209443376,43278.1254556484,44808.1096377038
5101,6084.37294768143,3789.78785140941,10897.3559348121,21456.1073344504,18465.5762142651,16743.0113392886,15631.1717289624,9735.63412757032,27997.2950083256,55126.1715975853,47442.521644559,43016.6905835274
5103,4830.05513927746,2582.41849251639,10160.6377592662,17888.9081936551,17430.4483679228,17361.2208778545,12408.4201232121,6633.50840310402,26104.4256993527,45960.8733916569,44782.9405506723,44605.0725468181
5105,5572.72249759757,3560.26532081886,10811.5407231167,18855.3834075851,18043.8726076517,19170.9554692707,14316.5748233434,9145.91587669277,27776.8077367295,48444.0634785249,46359.0275202961,49254.8710439707
5107,4724.51858949406,3313.4489564215,9801.66810448171,20072.9104214443,17993.7339089496,18132.3573167886,12137.2623010071,8511.76412555151,25182.1155610279,51572.287532006,46230.2048481871,46586.3736016038
5109,5338.11624355207,2793.49312749717,10410.2509334864,17994.0922184037,16606.3276108066,16978.719791529,13713.7948286097,7175.82799249343,26745.7633672426,46231.1254620546,42665.5054990983,43622.3024849585
5111,5517.15510646035,4292.8601518538,10238.8754350482,21016.93535684,18947.978297365,20109.5499148558,14173.80406954,11028.1909685902,26305.4438094099,53997.7955300835,48681.9699546372,51666.4263423096
5113,5445.39011766984,3072.87119731727,10555.6299980496,17446.5145757741,17147.9400057025,16659.7047625823,13989.4164037414,7893.64138642889,27119.2896064655,44824.2198794074,44057.0844144658,42802.6488135301
