"fips","NOx_AP2","NOx_EASIUR","NOx_InMAP","SO2_AP2","SO2_EASIUR","SO2_InMAP"
4027,1528.83984805671,1938.47415010664,2975.52913008166,11419.7044121305,12333.1290109885,5263.0909079184
5001,5108.49594167393,3421.43010517156,9906.5050830307,20242.1561726192,18361.7533805633,17120.6878394193
5003,4396.15585668575,2879.18017855767,9222.84156070348,18253.1222164896,17979.7060929542,16821.0757225985
5005,6015.77393731382,4017.17162627246,10459.5145921919,22030.2339916653,18988.8624350074,17953.6518895923
5007,6570.16762619103,4767.26815140776,11588.6329174401,21146.5093911759,18811.7049232764,17162.7791113117
5009,6184.50692480175,4218.57882777133,10751.8222441051,21569.370760715,19191.0496355786,16821.2642180801
5011,4548.34040820817,2794.32605451565,9761.55682025533,18035.5349940302,18231.1640287793,16677.8429828817
5013,4863.08116885695,2686.4514822317,9922.98064609565,18446.6230394395,17934.3695184807,17020.52291654
5015,6220.33122726543,4434.9584192937,10594.9054531796,21015.7377837552,19138.0474024844,18337.3346303296
5017,3836.14032120035,2863.27935816131,8902.02515324209,13835.377996546,17265.7735947442,16556.1374342071
5019,5328.00265451434,2790.48459390364,9351.95355225534,18606.9966294506,17180.2853534361,18679.11322515
5021,5284.7264113621,4765.04743492067,10847.3751804726,20743.939295173,19686.04874751,22360.8811183503
5023,5507.54584749639,4007.90290887107,10118.4397976647,19092.7390195579,18624.3502591284,17086.2334966779
5025,4778.39925797655,3052.10229158833,9818.18166223149,18335.4005475869,18207.1400729368,16679.964560872
5027,7396.70389507195,2528.53154685597,10297.2225740202,10545.2922074179,17627.150232876,18056.4898920148
5029,5681.68309437006,3724.4426985308,10454.2711489044,18978.4804269269,18545.6396317735,18470.8416889895
5031,5692.0159573529,4397.06955759832,9997.91056542832,21218.0939006423,18930.2205078656,21178.4430397022
5033,6066.63199879905,3465.07085910956,10693.5192546715,20820.3478314319,17564.0366470114,16122.1434469765
5035,5978.53953471079,4029.2284877827,10456.1222848212,24116.6424466521,19282.2830752423,22839.1601060775
5037,5245.80528610435,4181.94556029966,10422.9182618222,20697.8917666991,18811.7235949098,20344.1927825057
5039,5012.28190800318,2845.06882264158,10009.626156659,18410.729581347,17712.8093216851,17337.4178735887
5041,4520.97501985795,3111.45945791427,9603.74581672811,19185.4750311145,17993.7251995477,16398.6775810071
5043,4576.235427472,3030.71997230831,9656.84182571549,18664.0415896333,18147.8169903959,16456.9966324656
5045,5572.77984616783,3786.98920910972,10460.9608799812,19321.0706653279,18261.7260371417,18699.7620978675
5047,6052.63220076484,3529.46046646876,10562.895056505,21175.4029502514,17540.6062658823,16234.4538970337
5049,5817.9972724342,4026.08269508072,10572.9824297728,19243.1778131326,18863.758531657,18348.7646430177
5051,5863.75468461154,3277.67303782198,10564.4971661796,19893.4262637552,17688.6231349159,17958.5845609289
5053,5149.21005311364,3392.00978687801,10254.7422942143,18818.4104469936,18388.2411531536,17422.2372505231
5055,5293.73519706098,4547.53744050735,10765.2640896727,20399.9659441952,19229.1845596266,21779.5818072899
5057,7574.27868271594,2665.71887099047,10441.8240089759,10271.8255501302,16642.3801512389,17633.0632928864
5059,5626.9556911149,3060.54593155985,9789.77156304743,19443.5435972873,17616.0290888452,17276.0302281347
5061,5354.70010069331,2801.28663618127,10481.6659449217,17710.6722107305,16606.667980535,17561.0626499328
5063,5566.24379588078,4246.78322025313,10507.8264419697,19777.9363635863,18923.1671991714,18790.9256850559
5065,5644.17206925166,4078.88804776717,10674.677732596,19005.1643793246,18958.0482827676,18165.7123257664
5067,5535.94351011132,4289.3622504509,10394.9810932752,20174.1475151808,18817.2558654292,19082.7819683981
5069,5089.92343852276,3411.68735645829,9311.74973107659,19475.4901243677,17958.2750129482,17567.3704176996
5071,5942.22776939991,3394.86896686882,10629.220799363,18578.5922199451,17386.4820027165,16623.3452441056
5073,7448.77808359124,2622.95941533753,10271.6390478784,10375.4881510443,17575.8094349849,18605.7850756889
5075,5526.26003535055,4478.57136436243,10712.9275132415,20059.1298973553,19368.0445121569,20095.2214222427
5077,5040.52270541121,3806.4770631017,9757.17149811275,20795.5867428606,19116.074980022,17663.4472768053
5079,4908.34943146442,3209.98551800108,9699.93038893851,19373.8313499676,18148.6239276972,16601.1635882102
5081,7529.73908429531,2694.45772863133,10594.5734374243,10008.9768119541,16568.1586194264,18353.8909033756
5083,5835.48858636368,3574.05213112602,10688.9234282646,18328.771727554,17684.3666203569,17098.7038343034
5085,5277.18844781814,3836.48309091166,10352.8532420191,19421.7174061352,18469.1155642044,18616.9371455964
5087,6120.67627937903,4105.11662674837,11160.4131636246,20980.1816701935,18351.5033950952,16451.7172636596
5089,6186.05533619878,4049.03989044105,10542.1291634221,22050.2047878972,19244.1899703818,17347.0012665175
5091,7464.81881603766,2681.89062579064,10375.1550109494,10243.2035534022,16832.6665906477,18760.4988084524
5093,4924.51666810994,4347.59898239524,10692.6624302855,20585.5897723476,19673.6320410296,22193.7775612319
5095,5103.31770312391,3687.32023781095,9947.38677361167,20149.0153476255,18460.2632500992,17636.3022280501
5097,5478.26940237836,3089.95523313766,10601.401825057,18056.7370978001,17407.4768472863,17145.1446514922
5099,5058.75280386346,2579.15642339476,10389.5861282724,17920.1800316736,16844.7636478606,17440.2443553109
5101,6084.37294768143,3789.78785140941,10897.3559348121,21456.1073344504,18465.5762142651,16743.0113392886
5103,4830.05513927746,2582.41849251639,10160.6377592662,17888.9081936551,17430.4483679228,17361.2208778545
5105,5572.72249759757,3560.26532081886,10811.5407231167,18855.3834075851,18043.8726076517,19170.9554692707
5107,4724.51858949406,3313.4489564215,9801.66810448171,20072.9104214443,17993.7339089496,18132.3573167886
5109,5338.11624355207,2793.49312749717,10410.2509334864,17994.0922184037,16606.3276108066,16978.719791529
5111,5517.15510646035,4292.8601518538,10238.8754350482,21016.93535684,18947.978297365,20109.5499148558
5113,5445.39011766984,3072.87119731727,10555.6299980496,17446.5145757741,17147.9400057025,16659.7047625823
5115,5830.56166948923,3408.35702174728,10557.4887586921,18925.0281859987,17633.2341974488,17683.2354159843
5117,5286.96300560226,3652.41468064913,10065.8130662869,19923.2475202907,17763.0492174142,17891.5942266449
5119,6097.77227245055,3738.62333584675,10455.1804228031,21328.0513505037,18083.9902430212,19651.6418987433
5121,5643.73520808409,4513.71350060971,10779.1811599777,20035.2121701113,19647.2723636596,21073.5770370864
5123,5212.46889955639,4012.75313245945,9688.14117548813,20870.9495110737,18878.708900688,17440.743108729
5125,6349.01129859428,3595.8021570211,10601.0775255115,21826.4610277481,18285.1151425952,20268.4792794095
5127,5809.53835832076,3501.34964923612,10686.0144623976,18280.194115098,17481.2160149025,16896.1223749294
5129,5796.37180127798,3860.84486766249,10746.328446419,18581.054835021,18925.5968790055,17388.8308081739
5131,5901.26064956197,3731.73252120881,10613.785377858,18003.1499190595,18143.6624340552,16894.0415343292
5133,7553.02766398908,2786.01563007636,10579.8536023927,9888.08939929001,16554.1178438279,18064.3512047698
5135,5751.6297961388,4243.60686355777,10596.5710796105,19755.3848816926,19206.4655312009,19120.5943412459
5137,5596.78190954454,4078.42250796528,10619.8436886285,18790.0229047147,19280.7132761122,17906.0048785875
5139,4705.9275323937,2636.19060104351,9845.14437569506,18213.8553130877,17865.7387477175,17980.195968878
5141,5676.29401548821,3821.40861599257,10432.8988926657,18863.6314813668,18529.3220556007,18591.4323223373
5143,6610.34873327185,4255.43487493719,10904.4371454578,21451.0640337128,17710.8139624859,16067.2565281641
5145,5485.92712323081,3969.21482904801,10357.8044187015,19783.8904945574,18353.8414322749,18542.2171308303
5147,5212.81973786858,3993.56914053053,10251.3673422758,19808.5166453164,18312.0455998989,18669.8256789517
5149,5762.4180742384,3386.44828961519,10818.4824498927,18866.2627687081,17354.0549209071,17890.750048851
6001,2110.31437517229,17619.7211332673,7614.89040750593,36213.8341935563,26410.3930347621,22255.3497866307
6003,1050.46911063961,1964.44454882715,4939.40370343931,10114.3042081283,10082.3669704222,7392.47208287604
6005,2007.95561087039,6086.85156209693,4986.08215025266,15024.1244617476,14616.3165836913,8847.65956695759
6007,1519.09075978467,4466.71077446033,4420.46406716293,11549.0760397478,15404.653943742,7480.49233568067
6009,1650.50990003253,5792.97273885242,5104.43790962828,13813.771079339,14388.2536186349,9308.36259176973
6011,2347.88251419949,6405.6085376181,4200.74989941012,16395.5935921354,18535.2961537102,16083.6874588415
6013,3155.89182144094,17272.6384937136,7464.2483778131,47502.1243569346,26407.9338101978,19455.231700206
6015,604.978838636898,2900.84179827192,3245.02749993027,4115.90182743545,17941.4713097131,3967.40753671385
6017,1673.95214016015,4499.15001582554,5349.07841768544,13253.133143194,13663.5455811378,11641.6997563113
6019,2234.43354844279,4763.09289340367,5500.80750290834,19021.6267924347,14565.9722616934,17504.8317427438
6021,1797.13720642445,5430.75804890137,5415.14655437041,13510.4679850119,17129.6855500442,11972.623395709
6023,752.003705558535,3051.49280513559,3815.12009357922,5087.15552664637,18707.9428036179,7019.07175593314
6025,1497.86065641872,2514.45371804555,2646.65301308692,12463.7671814552,11871.129783928,4783.26108814468
6027,1977.94544139756,1538.89867741797,4990.55551792731,5489.43719307528,9185.85435992082,9876.90131704056
6029,2059.34330326919,4921.32181433022,6235.67910893202,8393.3967453614,14158.2793567583,30548.1300983507
6031,1700.11185915679,7156.21246848155,5680.51013735804,18040.5782947679,18255.8566923722,26295.0168518731
6033,2261.16135562953,6705.82775292519,7565.82537134191,16830.636472687,18934.1322181951,24631.684942913
6035,3869.56947749431,1433.65499317738,4601.95375764735,10709.0038215628,11680.2505898376,5226.47623479506
6037,830.830158743059,12501.1689690036,6644.002049433,136535.29053695,20726.9932129903,47005.4236639438
6039,1891.74379340524,4339.03662021592,6177.32977956386,15475.6533695264,13423.3884129209,21452.6444014411
6041,2996.70905762405,18523.6933836213,8005.50293852481,36349.261155504,32740.2122820601,29977.9590437137
6043,1395.38921904349,3702.23466843715,6422.9117438293,12713.6197215768,12669.4560684107,25120.6604796878
6045,1891.11801930035,5044.37054163466,6781.73346712575,15277.861524143,20963.2530048501,26235.2321055743
6047,2386.9352038243,9320.98343083216,5944.8315830251,19643.5551696844,19104.9203279346,17260.7188693199
6049,482.650627481193,1253.10185171538,4323.79472783059,2998.21361423206,11375.0451852362,4480.73734702131
6051,1893.21967572813,1181.79967143156,4942.85772681738,5346.80455194655,8751.29634994994,8604.6156877563
6053,1357.77580985995,6600.37794762189,5522.74590702051,17233.8357162402,21931.5315321487,17933.4681080253
6055,4346.32163585193,12517.3170379824,7008.66855842331,27418.5201138594,23410.7491251162,20062.9054766107
6057,2584.74897660233,4040.74675554594,4577.68163405648,16268.434944641,14225.4322810688,6577.50887113056
6059,273.559595705957,16569.6137803088,6234.70791007052,45240.8196298795,23976.3155038824,38198.6460480488
6061,2671.85470793756,5085.16679815893,4469.80283568921,17133.1383737531,14751.4562541877,6721.10851135111
6063,4167.13096790471,2074.77297806266,4698.33492341854,10979.4411249626,13203.9935952285,6406.88439663741
6065,1626.25567161894,3982.21790842704,5754.11611128913,41810.6161031009,13449.1348771004,22240.1167069397
6067,5230.51177179398,12496.2328455699,4989.44234269914,29887.5278686172,20743.1653361349,8460.86399498671
6069,2102.27545499989,7432.45824451192,5598.51723571352,19906.1441525718,19272.5368891171,17609.8184960716
6071,2088.5877006568,2789.42685030938,7007.50879857149,9828.92928889825,11804.6953150331,31707.4474773634
6073,1350.74959796943,5747.07090255972,3871.56765525174,53825.512651681,15622.5262859541,13537.5007338132
6075,2170.896392762,26248.2115576995,7606.55668983482,40646.5413301699,38653.1586953908,27267.9173386701
6077,5841.28416540532,13253.8576074647,5689.78606266798,33897.1543617465,21819.4513570413,12715.2836959454
6079,845.256191592114,4246.31058953231,2480.64555191233,20036.7976894067,18790.9396675513,13935.5800524911
6081,1822.84454640509,18633.4372761682,7262.51453632858,29518.0344038735,32952.3851064457,26966.481075942
6083,1317.31504416297,6008.58403541714,2895.19050619637,23875.4073725736,21674.6473075872,14593.5904066391
6085,1637.76114419134,14164.5466609589,6731.45097834375,40735.870161964,24346.2848828498,20559.3556639634
6087,1647.14640638675,18644.3787925426,5411.30077963336,30578.8480158822,33273.5644069792,17222.5197716195
6089,850.261709742271,2386.52823253449,3926.21413766398,5727.70026183623,13994.3180153375,4718.27232368269
6091,1065.39795551204,2377.60462836294,4975.40141153262,9535.62845991367,12628.29034054,7473.12911911868
6093,708.542260258802,2020.19193865557,3946.31525907853,4715.85389521674,14457.5107117848,4473.98604715221
6095,4549.7218340624,14591.1217600336,6721.97004548679,34934.7080683467,25315.7012814349,16483.0106394069
6097,4386.5128632687,13965.3032974922,8136.79632145924,29516.077805594,27787.6084128021,30895.1666097093
6099,3459.89321894708,10644.8034590797,5811.21983681767,23641.5938781757,19716.1756451827,14452.3161290369
6101,2099.03694750281,8771.69290601416,4919.59100663084,15082.0431442655,19166.5962775812,8885.92803579685
6103,1324.78806888472,3487.93073257759,4953.91414698915,8875.00160479667,14808.6974431908,11899.3856102627
6105,853.079211264722,2841.54914529539,3973.73546363703,6613.29543774965,16778.5912788179,5794.39991354585
6107,2565.8661164827,3180.09343870129,5491.07989921496,6345.62267278095,11928.9101206249,19628.4588587103
6109,1194.38973318749,3097.20860013918,4968.58507629752,10758.7368390373,11912.480511696,8649.74442738315
6111,1284.06265640322,8665.24509013848,3878.51170655369,24772.9630988317,19480.016989246,26928.4668673457
6113,4745.20624285425,10876.9492696901,5344.64070216122,27606.404150369,22992.4881138093,11092.3643533882
6115,2232.39430075322,6598.80986105571,4477.62461033881,14442.483455106,16609.9255435783,6719.73110850627
8001,8420.50912531343,2750.3562840977,7940.16250044424,11625.4440946631,10404.8318119577,10560.0398591339
8003,4614.91366466747,1036.62722652761,7918.84819402649,9030.15141474609,8001.37189753573,10176.8184936921
8005,8680.70633547639,2411.8028319495,8028.14649160423,11434.3148037658,10010.7286940262,10413.3379274922
8007,5471.40612789628,1000.40356960647,7726.09500309151,11666.0283284584,9347.79025816021,9928.10186569216
8009,3776.57708409409,1562.38224386893,8714.55343618806,13366.1587415644,10430.5198417364,11687.3437820308
8011,5863.73613066233,1589.50801994155,8483.95043535017,10206.2255326428,10095.1902555708,11234.4817097204
8013,6595.98291642157,2179.4890448832,7768.15408007442,10136.6009949011,8665.7777121956,10714.2505539845
8014,NA,2767.07997362872,7751.57820398017,NA,9259.91360184242,10621.6492045272
8015,4753.04950319871,1037.48010357632,8056.33718988795,9248.74729735297,7425.74141104732,10449.197267065
8017,6017.94812281575,2031.03383955029,8360.22989550251,10269.222937074,11922.082729229,10912.9466127737
8019,5645.99541644142,1923.34256024705,8664.70528125615,9693.38425636465,8468.67104069938,11486.3148286283
8021,5925.12777512632,894.496719316391,7943.47816998758,12184.7275925164,8063.75592975509,10188.416925977
8023,4675.09930243332,987.985638146361,8035.50705958744,9093.45917614585,7909.2409686242,10136.3267795961
8025,5564.83706918674,1532.62865980977,8369.08354938796,9924.16502342924,9700.23998290166,11025.267315421
8027,4800.13099266002,1068.05653497053,8087.68805452492,9287.22312782986,7390.2708883519,10392.3952064917
8029,5232.89511090509,1005.45902939388,7691.96662952441,11231.2738774808,9171.62156591577,10922.5527891994
8031,6381.13661827614,2893.69338871624,7953.2974788129,10616.2441958889,9423.01151008899,10564.24537446
8033,4542.29519421365,832.86288552233,7443.69367143905,10378.1110047723,9176.97922430271,9796.7874872414
8035,6444.00414506301,2313.64563318946,8129.65076529496,10693.7305479242,9126.26751823729,10422.8532541766
8037,4797.47609120147,1363.40931832276,8488.9115598413,9167.62943144201,8828.39378435108,11859.5069448957
8039,6580.77879841189,2073.64485837911,8044.74199662841,10743.94090791,10139.7149866235,10176.1739045577
8041,5482.05778146086,1696.76646062516,8052.72147151928,10132.6490037211,9353.27055997404,10494.3485719746
8043,5009.62531982198,1165.08007776349,8246.41724109731,9533.73258364976,7444.14398986681,11156.0291528954
8045,5494.0672467625,1179.774490999,8156.00237597404,11125.0609519128,9629.66025372538,12187.3232780625
8047,6008.25621444172,1994.94785267072,8646.46206087709,9845.05267075474,8243.26568473313,11455.1920439975
8049,6044.34701908483,1740.33605518825,9881.40035835662,9834.52752138926,8966.23017546292,12651.3723203817
8051,5583.41294578322,1087.7181675027,7972.60602053804,11511.1095995127,8508.81686634352,10495.8259320143
8053,5168.35098179944,895.743038288378,7645.4970165247,11239.4123142898,8645.20249594585,9873.02486701058
8055,4917.60953883885,952.619890691274,8150.01107132915,9612.71168523454,7382.75317636244,10464.6485156378
8057,4892.6629107755,1409.70174123575,9487.4877921956,9047.77597976531,9253.24102417952,12104.646944643
8059,5831.59731719923,2184.88236538905,7918.43329240116,10294.5220901722,8473.72615318502,10803.8709733215
8061,5906.83526793584,1838.87494225369,8409.54470473452,10223.1770953227,11435.9066744515,11191.7260261062
8063,6005.7497445768,2302.54626752208,8272.58270826337,10234.7075313904,12323.8815261662,10607.1239855303
8065,4885.14181445808,1225.76039342076,8287.12271119226,9276.91725240951,8023.79949854597,11163.1059249668
8067,4824.00992528294,940.459507073271,7611.24774865999,10912.0902893594,9331.22556887031,9923.91665560208
8069,5730.29444127919,1736.16881419658,7959.00776861987,9637.76795027046,8903.62049466123,10491.3969056228
8071,5203.38083789275,1033.19796206412,8345.50131162549,9729.24735344939,8172.89648626743,10937.7288019305
8073,5589.65381960569,1773.95713861534,8123.03606563153,9804.63542250226,10580.7505724271,10420.2462568111
8075,6097.5951665718,2614.06800081242,8075.45925358053,10124.1512949865,11604.5496303872,10215.7546301009
8077,4924.20125097352,1059.14335589274,7658.53851990412,10694.7139072319,9170.91479623141,11684.7250512528
8079,5297.33466320615,937.246128117602,7711.23897498331,11390.3756786102,8432.33517259607,9844.04826322088
8081,5161.10144782944,1299.13002917956,8802.64195142495,10448.580590564,10200.9768138955,13018.7330258473
8083,4470.13719904458,931.017641507104,7460.54608340315,10358.1857500521,9819.29966005125,9814.26317449262
8085,4821.28249475024,963.418369894186,7379.40080394873,10682.4683007586,8641.56772658398,10680.6446268285
8087,6565.50552477336,2764.74333934599,8038.28693584476,10237.2730365482,11324.7102408776,10173.8177447981
8089,5531.06888163917,1401.95915507773,8431.93760852502,9926.90594774317,9035.93950642766,11135.9609682079
8091,5000.48159631073,1082.94794342147,7581.5270585113,10959.4045465471,8708.39150413674,9845.18007749005
8093,5258.01547140189,1400.14876520917,8575.36952460205,9810.97243951606,7851.1649498809,11380.0445277791
8095,4377.3033575739,3022.00026238261,8172.70764979004,6587.76520364775,12936.0991579786,10419.3800943165
8097,5616.36644628854,1288.66683709629,8110.9978391547,11363.1098068966,8877.77368733395,11296.8917805396
8099,3760.35924576892,1868.56826878622,8556.14010373187,13221.7887761013,11262.4478544271,11347.5955968284
8101,5257.45379275788,1324.52846487274,8082.44553982977,10115.6131049083,8379.62175907212,10706.9066032548
8103,5155.42731281896,1178.38193885946,8210.69109808426,10657.4929984101,9611.96957293042,12536.4355818358
8105,5565.73946580701,857.307691024214,7875.65967478465,11580.5536579303,7514.30308882858,10063.7965253227
8107,5755.14492615124,1350.72799932494,9178.20297715367,11224.1187999794,9781.84213459978,12918.3699172571
8109,4560.95878038817,1014.89900959503,7877.50651982348,9098.52271755532,7732.2899809539,10186.0207303352
8111,4976.1371282351,968.842717574654,7582.47763495944,10973.4228985305,9516.9107459258,9837.18299184332
8113,4640.22125137893,938.441644173434,7569.57962983921,10473.8932374435,8841.68463294536,9899.42321656175
8115,4399.18858401894,2956.2556419219,8150.9866821466,6606.20782915449,12756.2006087891,10369.9105418547
